Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG	log2FC	p_value	neg_log10_p	p_adj_fdr	regulate	color
Q0KFC6	26.16056387999016	26.04376608694828	25.96701826874423	26.304326218061668	26.24134944741683	26.280492071569174	25	22	26	28	28	27	No	No	No	No	No	No	Q0KFC6_CUPNH	2-Oxopent-4-enoate hydratase (EC 4.2.1.80) (FAA hydrolase family protein)	mhpD2 H16_A0143 E6A55_00730	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	326			2-oxopent-4-enoate hydratase activity [GO:0008684]; hydrolase activity [GO:0016787]	2-oxopent-4-enoate hydratase activity [GO:0008684]; hydrolase activity [GO:0016787]	GO:0008684; GO:0016787	reh:H16_A0143	0.21827316712166578	0.0210595252592008	1.3397165969863698	0.04573865642232673	no_keep	gray
Q0KFC8	24.44034613507971	24.482361730112316	24.325388513721062	24.56448069194276	24.673334381247457	24.675689920042316	4	3	4	4	4	4	No	No	No	No	No	No	Q0KFC8_CUPNH	Hypothetical membrane associated protein	H16_A0141 E6A55_00720	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	263		bacterial nucleoid [GO:0043590]	bacterial nucleoid [GO:0043590]		GO:0043590	reh:H16_A0141	0.22180287143981658	0.02039775393218982	1.3500137060469726	0.04466694953342992	no_keep	gray
Q0KFC9	22.892962108930774	22.987860485672183	23.107878571555037	22.88477119127158	23.09153313077966	23.037404160561245	3	3	2	3	3	3	No	No	No	No	No	No	Q0KFC9_CUPNH	Predicted esterase of the alpha-beta hydrolase superfamily (EC 3.1.-.-)	H16_A0140	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	421	lipid catabolic process [GO:0016042]		hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]	hydrolase activity [GO:0016787]	GO:0016042; GO:0016787	reh:H16_A0140	0.008335772151497167	0.9288813888221426	0.024990079192217823	0.9440824421907501	no_keep	gray
Q0KFD0	24.65695577716398	24.784655664090455	24.953794771125157	24.31539172535554	24.623430361311065	24.46051723221421	5	8	8	7	7	6	No	No	No	No	No	No	Q0KFD0_CUPNH	Ferritin-like domain-containing protein	H16_A0139 E6A55_00710	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	287			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491	reh:H16_A0139	-0.33202229783292836	0.05501878229877389	1.0138394570732543	0.09686358596509105	no_keep	gray
Q0KFD1	23.46027554544077	23.61572604776928	23.734820183646175	24.009128805955292	24.23811176365103	24.122070829338288	6	7	7	7	7	7	No	No	No	No	No	No	Q0KFD1_CUPNH	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70)	hldC rfaE2 H16_A0138 E6A55_00705	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	164	biosynthetic process [GO:0009058]; carbohydrate metabolic process [GO:0005975]		ATP binding [GO:0005524]; nucleotidyltransferase activity [GO:0016779]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; biosynthetic process [GO:0009058]; carbohydrate metabolic process [GO:0005975]	ATP binding [GO:0005524]; nucleotidyltransferase activity [GO:0016779]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]	GO:0005524; GO:0005975; GO:0009058; GO:0016773; GO:0016779	reh:H16_A0138	0.5194965406961245	0.007359033661461784	1.6928410756526329	0.020284248590941405	no_keep	gray
Q0KFD2	26.35567513715915	26.222904331427348	26.035142163852846	25.3549436343147	25.129115316811752	25.18373951246706	2	2	2	2	2	2	No	No	No	No	No	No	Q0KFD2_CUPNH	SPOR domain-containing protein	H16_A0137 E6A55_00700	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	238			peptidoglycan binding [GO:0042834]	peptidoglycan binding [GO:0042834]	GO:0042834	reh:H16_A0137	-0.9819743896152744	0.0010395894052826682	2.303117213269285	0.004976027670883526	no_keep	gray
Q0KFD3	21.291719364441924	21.187146828772832	20.87251957433972	21.75195675164295	22.05700252152895	21.5928238178513	1	2	1	2	2	2	No	No	No	No	No	No	Q0KFD3_CUPNH	Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)	coaX H16_A0136 E6A55_00695	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	280	coenzyme A biosynthetic process [GO:0015937]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; pantothenate kinase activity [GO:0004594]; coenzyme A biosynthetic process [GO:0015937]	ATP binding [GO:0005524]; pantothenate kinase activity [GO:0004594]	GO:0004594; GO:0005524; GO:0005737; GO:0015937	reh:H16_A0136	0.6834657744895765	0.021127205421884072	1.3387523883114596	0.04584031694066681	no_keep	gray
Q0KFD4	25.884138434167376	25.655296501166035	25.496844043234535	25.661358696445784	25.473267054901577	25.52874225705802	8	7	7	8	8	8	No	No	No	No	No	No	Q0KFD4_CUPNH	biotin--[biotin carboxyl-carrier protein] ligase (EC 6.3.4.15)	birA H16_A0135	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	307	protein modification process [GO:0036211]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; biotin--[biotin carboxyl-carrier protein] ligase activity [GO:0004077]; protein modification process [GO:0036211]	biotin--[biotin carboxyl-carrier protein] ligase activity [GO:0004077]	GO:0004077; GO:0005737; GO:0036211	reh:H16_A0135	-0.12430365672086197	0.37802167419873317	0.33836428452203543	0.45881300082582205	no_keep	gray
Q0KFD6	23.02076362157144	22.966701070605826	22.750653836227105	22.848864903978672	22.598587656984012	22.77385774080361	2	2	2	2	2	2	No	No	No	No	No	No	Q0KFD6_CUPNH	ABC transporter ATP-binding protein (ABC-type transporter, ATPase component (EC 3.6.3.-))	H16_A0133 E6A55_00680	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	284		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0016887	reh:H16_A0133	-0.17226940887935882	0.19542762438165664	0.5737876531111911	0.26681629353136377	no_keep	gray
Q0KFD7	21.024660509934687	21.67586420276395	22.1355299475524	21.70820606845304	22.08160370327058	21.675025117457743	2	3	4	3	3	4	No	No	No	No	No	No	Q0KFD7_CUPNH	ABC-type transporter, periplasmic component (MCE family protein)	H16_A0132 E6A55_00675	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	313						reh:H16_A0132	0.2095934096434391	0.5790754440749466	0.1860007278668418	0.6516273019486388	no_keep	gray
Q0KFD8	21.808648052743056	22.661001283031275	22.732790262847207	22.60072916356847	22.622572754787004	22.675513262152272	2	2	2	1	2	2	No	No	No	No	No	No	Q0KFD8_CUPNH	ABC transporter (ABC-type transporter, auxiliary component)	H16_A0131 E6A55_00670	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	229						reh:H16_A0131	0.23212519396206943	0.479021307372575	0.25443070835668635	0.5566334379858863	no_keep	gray
Q0KFE0	25.62136865501854	25.493517844799342	25.199332813500796	25.814477548327144	25.737427236982104	25.74565157002649	2	1	1	2	2	2	No	No	No	No	No	No	PCP_CUPNH	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrase)	pcp H16_A0129	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	216	proteolysis [GO:0006508]	cytosol [GO:0005829]	cytosol [GO:0005829]; pyroglutamyl-peptidase activity [GO:0016920]; proteolysis [GO:0006508]	pyroglutamyl-peptidase activity [GO:0016920]	GO:0005829; GO:0006508; GO:0016920	reh:H16_A0129	0.327779014005678	0.061676272702451664	0.9754576082025451	0.10581381965876673	no_keep	gray
Q0KFE3	25.031743973233624	24.805145618637315	24.53984902207113	25.36189553195706	25.13473447354882	25.228135384802123	4	3	3	3	4	4	No	No	No	No	No	No	PXPA_CUPNH	5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A)	pxpA H16_A0126	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	246	carbohydrate metabolic process [GO:0005975]		5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; ATP binding [GO:0005524]; carbohydrate metabolic process [GO:0005975]	5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; ATP binding [GO:0005524]	GO:0005524; GO:0005975; GO:0017168	reh:H16_A0126	0.44934225878864	0.04556983582335232	1.0802084237363412	0.0831364692302284	no_keep	gray
Q0KFE4	22.794999903502394	23.034331193013163	22.31129709395768	23.845817525943524	23.445481279690927	23.67475608550896	4	4	3	5	5	5	No	No	No	No	No	No	Q0KFE4_CUPNH	Allophanate hydrolase subunit 2 (EC 3.5.1.54) (Biotin-dependent carboxyltransferase family protein)	H16_A0125 E6A55_00640	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	339			allophanate hydrolase activity [GO:0004039]; ATP binding [GO:0005524]	allophanate hydrolase activity [GO:0004039]; ATP binding [GO:0005524]	GO:0004039; GO:0005524	reh:H16_A0125	0.9418089002233927	0.01771856680781098	1.3962531776084206	0.04015566499378902	no_keep	gray
Q0KFE5	23.33816422652676	23.82970846517137	23.716511061362212	24.47023981624534	24.831125260627392	24.8169125642347	1	2	2	3	3	4	No	No	No	No	No	No	Q0KFE5_CUPNH	5-oxoprolinase subunit PxpB (EC 3.5.2.9) (Allophanate hydrolase subunit 1 (EC 3.5.1.54))	pxpB H16_A0124 E6A55_00635	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	215			allophanate hydrolase activity [GO:0004039]; ATP binding [GO:0005524]	allophanate hydrolase activity [GO:0004039]; ATP binding [GO:0005524]	GO:0004039; GO:0005524	reh:H16_A0124	1.077964629349026	0.004740356754471394	1.8325445009702226	0.014704677328695003	upregulate	red
Q0KFE6	25.182588866833996	24.982093666943864	24.90360007023211	24.930574428803364	24.96644645527019	24.898778164285417	11	14	16	15	18	16	No	No	No	No	No	No	LIPA_CUPNH	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA H16_A0123	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	331		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]	GO:0005737; GO:0016992; GO:0046872; GO:0051539	reh:H16_A0123	-0.09082785188366316	0.34713760743065747	0.3688689730653579	0.42769190162035137	no_keep	gray
Q0KFE7	23.499650285691192	23.296599329913786	23.287154201126143	23.41779667497139	23.41557130541837	23.335092804836723	2	3	3	3	3	3	No	No	No	No	No	No	LIPB_CUPNH	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB H16_A0122	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	268		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; lipoyl(octanoyl) transferase activity [GO:0033819]	lipoyl(octanoyl) transferase activity [GO:0033819]	GO:0005737; GO:0033819	reh:H16_A0122	0.028352322831789678	0.7227279803601729	0.10876032716424089	0.7784660423141494	no_keep	gray
Q0KFE9	23.01245047631861	22.99854382781332	22.998806593265815	23.185537383973283	22.898217894168152	23.03554339873776	2	3	3	3	3	3	No	No	No	No	No	No	Q0KFE9_CUPNH	Transcriptional regulator GcvA (Transcriptional regulator, LysR-family)	gcvA H16_A0120 E6A55_00615	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	318	DNA-templated transcription [GO:0006351]		DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0006351; GO:0043565	reh:H16_A0120	0.03649925982715274	0.6831716355123578	0.12820879196411	0.7443740216724795	no_keep	gray
Q0KFF0	27.379298239064017	27.275074625756755	27.099437036110572	26.946467522914546	26.912671731552596	26.80098200829541	3	2	2	3	3	2	No	No	No	No	No	No	Q0KFF0_CUPNH	Tyrosine recombinase XerC	xerC H16_A0119 E6A55_00610	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	359	cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA transposition [GO:0006313]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; tyrosine-based site-specific recombinase activity [GO:0009037]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA transposition [GO:0006313]	DNA binding [GO:0003677]; tyrosine-based site-specific recombinase activity [GO:0009037]	GO:0003677; GO:0005737; GO:0006313; GO:0007059; GO:0009037; GO:0051301	reh:H16_A0119	-0.3645628793896023	0.01708895548434485	1.406195937096186	0.0392467828944159	no_keep	gray
Q0KFF1	25.852173034441392	26.0231148072616	26.063086745586425	26.086806072388757	26.196229072193223	26.146110528890382	12	12	12	12	12	12	No	No	No	No	No	No	Q0KFF1_CUPNH	DUF484 family protein	H16_A0118 E6A55_00605	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	228						reh:H16_A0118	0.16359036206097954	0.08552292456860858	0.866281098573997	0.13605637679033922	no_keep	gray
Q0KFF3	22.928277108048064	23.206711094331833	23.260920878550504	22.248400000855597	22.351581685417095	22.225002856277975	12	11	11	11	8	10	No	No	No	No	No	No	Q0KFF3_CUPNH	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	ftsI2 mrdA H16_A0116 E6A55_00595	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	768	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; transferase activity [GO:0016740]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	penicillin binding [GO:0008658]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; transferase activity [GO:0016740]	GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0009002; GO:0009252; GO:0016740; GO:0071555; GO:0071972	reh:H16_A0116	-0.8569748461265796	0.0014709623010201178	2.194533635636539	0.006389492495056137	no_keep	gray
Q0KFF5	24.66420028428345	24.575820026979937	24.48769585110785	23.78951529511909	23.559130121636308	23.651026936329853	9	10	10	7	7	7	No	No	No	No	No	No	Q0KFF5_CUPNH	Cell shape-determining protein MreC (Cell shape protein MreC)	mreC H16_A0114 E6A55_00585	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	321	regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; regulation of cell shape [GO:0008360]		GO:0005886; GO:0008360	reh:H16_A0114	-0.9093479364286594	0.00041577062002910595	2.5671901218695306	0.0027090054461271435	no_keep	gray
Q0KFF6	28.960099869621704	28.841718569772755	28.847422779083285	28.456030390641768	28.557984073000725	28.41930882714074	18	17	17	18	17	17	No	No	No	No	No	No	Q0KFF6_CUPNH	Cell shape-determining protein MreB	mreB H16_A0113 E6A55_00580	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	347	cell morphogenesis [GO:0000902]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; cell morphogenesis [GO:0000902]; regulation of cell shape [GO:0008360]	ATP binding [GO:0005524]	GO:0000902; GO:0005524; GO:0005737; GO:0008360	reh:H16_A0113	-0.40530597589816963	0.0020163905852939373	2.102937080544717	0.007889744139004706	no_keep	gray
Q0KFF7	27.837267075690427	27.680598331136004	27.47342511854821	27.577200612165267	27.461102615907333	27.477621090208185	4	5	5	5	5	4	No	No	No	No	No	No	GATC_CUPNH	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	gatC H16_A0112	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	99	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]		asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0005524; GO:0006412; GO:0006450; GO:0050566; GO:0050567; GO:0070681	reh:H16_A0112	-0.15845540236461986	0.22809820772030326	0.5168897937550021	0.3041656776315967	no_keep	gray
Q0KFF8	26.72395631216272	26.665532587783183	26.72776784595847	26.57592806689527	26.63681720141797	26.630470061892463	13	14	15	14	13	13	No	No	No	No	No	No	GATA_CUPNH	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA H16_A0111	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	501	translation [GO:0006412]	glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]	glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; translation [GO:0006412]	ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0005524; GO:0006412; GO:0030956; GO:0050567	reh:H16_A0111	-0.09134713856622056	0.0307123109587788	1.2150660814239267	0.06094441583186629	no_keep	gray
Q0KFF9	25.36680765241482	25.290619934631003	25.176214709939888	25.477607632756847	25.371843957336047	25.441775723032155	13	12	13	13	13	12	No	No	No	No	No	No	Q0KFF9_CUPNH	Lipoprotein membrane protein	H16_A0110	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	156						reh:H16_A0110	0.1525283387131111	0.07419170690304923	0.9140979699578134	0.12187146451885239	no_keep	gray
Q0KFG0	23.859034055970408	23.675764796037033	23.481393495997605	23.00289845751911	22.861692166543136	22.904356788741616	12	13	13	12	11	12	No	No	No	No	No	No	Q0KFG0_CUPNH	Dienelactone hydrolase or related enzyme (EC 3.1.1.-)	H16_A0109	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	343			carboxylic ester hydrolase activity [GO:0052689]	carboxylic ester hydrolase activity [GO:0052689]	GO:0052689	reh:H16_A0109	-0.7490816450670579	0.003034863107830978	1.9748330761186146	0.010596609344208882	no_keep	gray
Q0KFG1	27.604930351613007	27.617432745407584	27.595819711559383	27.527131888075875	27.64179442852244	27.582649772764633	32	32	37	33	34	35	No	No	No	No	No	No	GATB_CUPNH	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB H16_A0108	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	485	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]		asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0005524; GO:0006412; GO:0050566; GO:0050567; GO:0070681	reh:H16_A0108	-0.022202239739012697	0.545928924663851	0.20806958631164968	0.619341830973098	no_keep	gray
